"track_id","Parça Adı","Albüm ID","Tür ID","Çalma Listesi Adı"
2777,"Balan�o",223,7,"Music"
2778,"Preciso Aprender A Ser S�",223,7,"Music"
2779,"Esta � A Can��o",223,7,"Music"
2780,"Formigueiro",223,7,"Music"
556,"Imperatriz",45,7,"Music"
557,"Beija-Flor",45,7,"Music"
558,"Viradouro",45,7,"Music"
559,"Mocidade",45,7,"Music"
560,"Unidos Da Tijuca",45,7,"Music"
561,"Salgueiro",45,7,"Music"
562,"Mangueira",45,7,"Music"
563,"Uni�o Da Ilha",45,7,"Music"
564,"Grande Rio",45,7,"Music"
565,"Portela",45,7,"Music"
566,"Caprichosos",45,7,"Music"
567,"Tradi��o",45,7,"Music"
568,"Imp�rio Serrano",45,7,"Music"
569,"Tuiuti",45,7,"Music"
661,"Linha de Passe (Jo�o Bosco)",53,7,"Music"
662,"Pela Luz dos Olhos Teus (Mi�cha e Tom Jobim)",53,7,"Music"
663,"Ch�o de Giz (Elba Ramalho)",53,7,"Music"
664,"Marina (Dorival Caymmi)",53,7,"Music"
665,"Aquarela (Toquinho)",53,7,"Music"
666,"Cora��o do Agreste (Faf� de Bel�m)",53,7,"Music"
667,"Dona (Roupa Nova)",53,7,"Music"
668,"Come�aria Tudo Outra Vez (Maria Creuza)",53,7,"Music"
669,"Ca�ador de Mim (S� & Guarabyra)",53,7,"Music"
670,"Romaria (Renato Teixeira)",53,7,"Music"
671,"As Rosas N�o Falam (Beth Carvalho)",53,7,"Music"
672,"Wave (Os Cariocas)",53,7,"Music"
673,"Garota de Ipanema (Dick Farney)",53,7,"Music"
674,"Preciso Apender a Viver S� (Maysa)",53,7,"Music"
3117,"Pela Luz Dos Olhos Teus",247,7,"Music"
3118,"A Bencao E Outros",247,7,"Music"
3119,"Tudo Na Mais Santa Paz",247,7,"Music"
3120,"O Velho E Aflor",247,7,"Music"
3121,"Cotidiano N 2",247,7,"Music"
3122,"Adeus",247,7,"Music"
3123,"Samba Pra Endrigo",247,7,"Music"
3124,"So Por Amor",247,7,"Music"
3125,"Meu Pranto Rolou",247,7,"Music"
3126,"Mulher Carioca",247,7,"Music"
3127,"Um Homem Chamado Alfredo",247,7,"Music"
3128,"Samba Do Jato",247,7,"Music"
3129,"Oi, La",247,7,"Music"
3130,"Vinicius, Poeta Do Encontro",247,7,"Music"
3131,"Soneto Da Separacao",247,7,"Music"
3146,"Faixa Amarela",248,7,"Music"
3147,"Posso At� Me Apaixonar",248,7,"Music"
3148,"N�o Sou Mais Disso",248,7,"Music"
3149,"Vivo Isolado Do Mundo",248,7,"Music"
3150,"Cora��o Em Desalinho",248,7,"Music"
3151,"Seu Balanc�",248,7,"Music"
3152,"Vai Adiar",248,7,"Music"
3153,"Rugas",248,7,"Music"
3154,"Feirinha da Pavuna/Luz do Repente/Baga�o da Laranja",248,7,"Music"
3155,"Sem Essa de Malandro Agulha",248,7,"Music"
3156,"Chico N�o Vai na Corimba",248,7,"Music"
3157,"Papel Principal",248,7,"Music"
3158,"Saudade Louca",248,7,"Music"
3159,"Camar�o que Dorme e Onda Leva",248,7,"Music"
3160,"Sapopemba e Maxambomba",248,7,"Music"
3161,"Minha F�",248,7,"Music"
3162,"Lua de Ogum",248,7,"Music"
3163,"Samba pras mo�as",248,7,"Music"
3164,"Verdade",248,7,"Music"
77,"Enter Sandman",9,3,"Music"
78,"Master Of Puppets",9,3,"Music"
79,"Harvester Of Sorrow",9,3,"Music"
80,"The Unforgiven",9,3,"Music"
81,"Sad But True",9,3,"Music"
82,"Creeping Death",9,3,"Music"
83,"Wherever I May Roam",9,3,"Music"
84,"Welcome Home (Sanitarium)",9,3,"Music"
131,"Intro/ Low Down",14,3,"Music"
132,"13 Years Of Grief",14,3,"Music"
133,"Stronger Than Death",14,3,"Music"
134,"All For You",14,3,"Music"
135,"Super Terrorizer",14,3,"Music"
136,"Phoney Smile Fake Hellos",14,3,"Music"
137,"Lost My Better Half",14,3,"Music"
138,"Bored To Tears",14,3,"Music"
139,"A.N.D.R.O.T.A.Z.",14,3,"Music"
140,"Born To Booze",14,3,"Music"
141,"World Of Trouble",14,3,"Music"
142,"No More Tears",14,3,"Music"
143,"The Begining... At Last",14,3,"Music"
144,"Heart Of Gold",15,3,"Music"
145,"Snowblind",15,3,"Music"
146,"Like A Bird",15,3,"Music"
147,"Blood In The Wall",15,3,"Music"
148,"The Beginning...At Last",15,3,"Music"
149,"Black Sabbath",16,3,"Music"
150,"The Wizard",16,3,"Music"
151,"Behind The Wall Of Sleep",16,3,"Music"
152,"N.I.B.",16,3,"Music"
153,"Evil Woman",16,3,"Music"
154,"Sleeping Village",16,3,"Music"
155,"Warning",16,3,"Music"
156,"Wheels Of Confusion / The Straightener",17,3,"Music"
157,"Tomorrow's Dream",17,3,"Music"
158,"Changes",17,3,"Music"
159,"FX",17,3,"Music"
160,"Supernaut",17,3,"Music"
161,"Snowblind",17,3,"Music"
162,"Cornucopia",17,3,"Music"
163,"Laguna Sunrise",17,3,"Music"
164,"St. Vitus Dance",17,3,"Music"
165,"Under The Sun/Every Day Comes and Goes",17,3,"Music"
183,"King In Crimson",19,3,"Music"
184,"Chemical Wedding",19,3,"Music"
185,"The Tower",19,3,"Music"
186,"Killing Floor",19,3,"Music"
187,"Book Of Thel",19,3,"Music"
188,"Gates Of Urizen",19,3,"Music"
189,"Jerusalem",19,3,"Music"
190,"Trupets Of Jericho",19,3,"Music"
191,"Machine Men",19,3,"Music"
192,"The Alchemist",19,3,"Music"
193,"Realword",19,3,"Music"
1121,"Straight Out Of Line",88,3,"Music"
1122,"Faceless",88,3,"Music"
1123,"Changes",88,3,"Music"
1124,"Make Me Believe",88,3,"Music"
1125,"I Stand Alone",88,3,"Music"
1126,"Re-Align",88,3,"Music"
1127,"I Fucking Hate You",88,3,"Music"
1128,"Releasing The Demons",88,3,"Music"
1129,"Dead And Broken",88,3,"Music"
1130,"I Am",88,3,"Music"
1131,"The Awakening",88,3,"Music"
1132,"Serenity",88,3,"Music"
1174,"Civil War",92,3,"Music"
1175,"14 Years",92,3,"Music"
1176,"Yesterdays",92,3,"Music"
1177,"Knockin' On Heaven's Door",92,3,"Music"
1178,"Get In The Ring",92,3,"Music"
1179,"Shotgun Blues",92,3,"Music"
1180,"Breakdown",92,3,"Music"
1181,"Pretty Tied Up",92,3,"Music"
1182,"Locomotive",92,3,"Music"
1183,"So Fine",92,3,"Music"
1184,"Estranged",92,3,"Music"
1185,"You Could Be Mine",92,3,"Music"
1186,"Don't Cry",92,3,"Music"
1187,"My World",92,3,"Music"
1289,"2 Minutes To Midnight",102,3,"Music"
1290,"The Trooper",102,3,"Music"
1291,"Revelations",102,3,"Music"
1292,"Flight Of Icarus",102,3,"Music"
1293,"Rime Of The Ancient Mariner",102,3,"Music"
1294,"Powerslave",102,3,"Music"
1295,"The Number Of The Beast",102,3,"Music"
1296,"Hallowed Be Thy name",102,3,"Music"
1297,"Iron Maiden",102,3,"Music"
1298,"Run To The Hills",102,3,"Music"
1299,"Running Free",102,3,"Music"
1325,"Tailgunner",105,3,"Music"
1326,"Holy Smoke",105,3,"Music"
1327,"No Prayer For The Dying",105,3,"Music"
1328,"Public Enema Number One",105,3,"Music"
1329,"Fates Warning",105,3,"Music"
1330,"The Assassin",105,3,"Music"
1331,"Run Silent Run Deep",105,3,"Music"
1332,"Hooks In You",105,3,"Music"
1333,"Bring Your Daughter... ...To The Slaughter",105,3,"Music"
1334,"Mother Russia",105,3,"Music"
1391,"Invaders",112,3,"Music"
1388,"Children of the Damned",112,3,"Music"
1394,"The Prisoner",112,3,"Music"
1387,"22 Acacia Avenue",112,3,"Music"
1392,"Run to the Hills",112,3,"Music"
1389,"Gangland",112,3,"Music"
1390,"Hallowed Be Thy name",112,3,"Music"
1335,"Where Eagles Dare",106,3,"Music"
1336,"Revelations",106,3,"Music"
1337,"Flight Of The Icarus",106,3,"Music"
1338,"Die With Your Boots On",106,3,"Music"
1339,"The Trooper",106,3,"Music"
1340,"Still Life",106,3,"Music"
1341,"Quest For Fire",106,3,"Music"
1342,"Sun And Steel",106,3,"Music"
1343,"To Tame A Land",106,3,"Music"
1344,"Aces High",107,3,"Music"
1345,"2 Minutes To Midnight",107,3,"Music"
1346,"Losfer Words",107,3,"Music"
1347,"Flash of The Blade",107,3,"Music"
1348,"Duelists",107,3,"Music"
1349,"Back in the Village",107,3,"Music"
1350,"Powerslave",107,3,"Music"
1351,"Rime of the Ancient Mariner",107,3,"Music"
1212,"The Number Of The Beast",95,3,"Music"
1213,"The Trooper",95,3,"Music"
1214,"Prowler",95,3,"Music"
1215,"Transylvania",95,3,"Music"
1216,"Remember Tomorrow",95,3,"Music"
1217,"Where Eagles Dare",95,3,"Music"
1218,"Sanctuary",95,3,"Music"
1219,"Running Free",95,3,"Music"
1220,"Run To The Hilss",95,3,"Music"
1221,"2 Minutes To Midnight",95,3,"Music"
1222,"Iron Maiden",95,3,"Music"
1223,"Hallowed Be Thy name",95,3,"Music"
1224,"Be Quick Or Be Dead",96,3,"Music"
1225,"From Here To Eternity",96,3,"Music"
1226,"Can I Play With Madness",96,3,"Music"
1227,"Wasting Love",96,3,"Music"
1228,"Tailgunner",96,3,"Music"
1229,"The Evil That Men Do",96,3,"Music"
1230,"Afraid To Shoot Strangers",96,3,"Music"
1231,"Bring Your Daughter... To The Slaughter",96,3,"Music"
1232,"Heaven Can Wait",96,3,"Music"
1233,"The Clairvoyant",96,3,"Music"
1234,"Fear Of The Dark",96,3,"Music"
1352,"Intro",108,3,"Music"
1353,"The Wicker Man",108,3,"Music"
1354,"Ghost Of The Navigator",108,3,"Music"
1355,"Brave New World",108,3,"Music"
1356,"Wrathchild",108,3,"Music"
1357,"2 Minutes To Midnight",108,3,"Music"
1358,"Blood Brothers",108,3,"Music"
1359,"Sign Of The Cross",108,3,"Music"
1360,"The Mercenary",108,3,"Music"
1361,"The Trooper",108,3,"Music"
1364,"The Evil That Men Do",109,3,"Music"
1371,"Moonchild",110,3,"Music"
1372,"Infinite Dreams",110,3,"Music"
1373,"Can I Play With Madness",110,3,"Music"
1374,"The Evil That Men Do",110,3,"Music"
1375,"Seventh Son of a Seventh Son",110,3,"Music"
1376,"The Prophecy",110,3,"Music"
1377,"The Clairvoyant",110,3,"Music"
1378,"Only the Good Die Young",110,3,"Music"
1379,"Caught Somewhere in Time",111,3,"Music"
1380,"Wasted Years",111,3,"Music"
1381,"Sea of Madness",111,3,"Music"
1382,"Heaven Can Wait",111,3,"Music"
1386,"The Loneliness of the Long Dis",111,3,"Music"
1383,"Stranger in a Strange Land",111,3,"Music"
1385,"De Ja Vu",111,3,"Music"
1384,"Alexander the Great",111,3,"Music"
1546,"The Green Manalishi",125,3,"Music"
1547,"Living After Midnight",125,3,"Music"
1548,"Breaking The Law (Live)",125,3,"Music"
1549,"Hot Rockin'",125,3,"Music"
1550,"Heading Out To The Highway (Live)",125,3,"Music"
1551,"The Hellion",125,3,"Music"
1552,"Electric Eye",125,3,"Music"
1553,"You've Got Another Thing Comin'",125,3,"Music"
1554,"Turbo Lover",125,3,"Music"
1555,"Freewheel Burning",125,3,"Music"
1556,"Some Heads Are Gonna Roll",125,3,"Music"
1557,"Metal Meltdown",125,3,"Music"
1558,"Ram It Down",125,3,"Music"
1559,"Diamonds And Rust (Live)",125,3,"Music"
1560,"Victim Of Change (Live)",125,3,"Music"
1561,"Tyrant (Live)",125,3,"Music"
1893,"Blackened",156,3,"Music"
1894,"...And Justice For All",156,3,"Music"
1895,"Eye Of The Beholder",156,3,"Music"
1896,"One",156,3,"Music"
1897,"The Shortest Straw",156,3,"Music"
1898,"Harvester Of Sorrow",156,3,"Music"
1899,"The Frayed Ends Of Sanity",156,3,"Music"
1900,"To Live Is To Die",156,3,"Music"
1901,"Dyers Eve",156,3,"Music"
1801,"Enter Sandman",148,3,"Music"
1802,"Sad But True",148,3,"Music"
1803,"Holier Than Thou",148,3,"Music"
1804,"The Unforgiven",148,3,"Music"
1805,"Wherever I May Roam",148,3,"Music"
1806,"Don't Tread On Me",148,3,"Music"
1807,"Through The Never",148,3,"Music"
1808,"Nothing Else Matters",148,3,"Music"
1809,"Of Wolf And Man",148,3,"Music"
1810,"The God That Failed",148,3,"Music"
1811,"My Friend Of Misery",148,3,"Music"
1812,"The Struggle Within",148,3,"Music"
408,"Free Speech For The Dumb",35,3,"Music"
409,"It's Electric",35,3,"Music"
410,"Sabbra Cadabra",35,3,"Music"
411,"Turn The Page",35,3,"Music"
412,"Die Die My Darling",35,3,"Music"
413,"Loverman",35,3,"Music"
414,"Mercyful Fate",35,3,"Music"
415,"Astronomy",35,3,"Music"
416,"Whiskey In The Jar",35,3,"Music"
417,"Tuesday's Gone",35,3,"Music"
418,"The More I See",35,3,"Music"
1813,"Helpless",149,3,"Music"
1814,"The Small Hours",149,3,"Music"
1815,"The Wait",149,3,"Music"
1816,"Crash Course In Brain Surgery",149,3,"Music"
1817,"Last Caress/Green Hell",149,3,"Music"
1818,"Am I Evil?",149,3,"Music"
1819,"Blitzkrieg",149,3,"Music"
1820,"Breadfan",149,3,"Music"
1821,"The Prince",149,3,"Music"
1822,"Stone Cold Crazy",149,3,"Music"
1823,"So What",149,3,"Music"
1824,"Killing Time",149,3,"Music"
1825,"Overkill",149,3,"Music"
1826,"Damage Case",149,3,"Music"
1827,"Stone Dead Forever",149,3,"Music"
1828,"Too Late Too Late",149,3,"Music"
1829,"Hit The Lights",150,3,"Music"
1830,"The Four Horsemen",150,3,"Music"
1831,"Motorbreath",150,3,"Music"
1832,"Jump In The Fire",150,3,"Music"
1833,"(Anesthesia) Pulling Teeth",150,3,"Music"
1834,"Whiplash",150,3,"Music"
1835,"Phantom Lord",150,3,"Music"
1836,"No Remorse",150,3,"Music"
1837,"Seek & Destroy",150,3,"Music"
1838,"Metal Militia",150,3,"Music"
1839,"Ain't My Bitch",151,3,"Music"
1840,"2 X 4",151,3,"Music"
1841,"The House Jack Built",151,3,"Music"
1842,"Until It Sleeps",151,3,"Music"
1843,"King Nothing",151,3,"Music"
1844,"Hero Of The Day",151,3,"Music"
1845,"Bleeding Me",151,3,"Music"
1846,"Cure",151,3,"Music"
1847,"Poor Twisted Me",151,3,"Music"
1848,"Wasted My Hate",151,3,"Music"
1849,"Mama Said",151,3,"Music"
1850,"Thorn Within",151,3,"Music"
1851,"Ronnie",151,3,"Music"
1852,"The Outlaw Torn",151,3,"Music"
1853,"Battery",152,3,"Music"
1854,"Master Of Puppets",152,3,"Music"
1855,"The Thing That Should Not Be",152,3,"Music"
1856,"Welcome Home (Sanitarium)",152,3,"Music"
1857,"Disposable Heroes",152,3,"Music"
1858,"Leper Messiah",152,3,"Music"
1859,"Orion",152,3,"Music"
1860,"Damage Inc.",152,3,"Music"
1861,"Fuel",153,3,"Music"
1862,"The Memory Remains",153,3,"Music"
1863,"Devil's Dance",153,3,"Music"
1864,"The Unforgiven II",153,3,"Music"
1865,"Better Than You",153,3,"Music"
1866,"Slither",153,3,"Music"
1867,"Carpe Diem Baby",153,3,"Music"
1868,"Bad Seed",153,3,"Music"
1869,"Where The Wild Things Are",153,3,"Music"
1870,"Prince Charming",153,3,"Music"
1871,"Low Man's Lyric",153,3,"Music"
1872,"Attitude",153,3,"Music"
1873,"Fixxxer",153,3,"Music"
1874,"Fight Fire With Fire",154,3,"Music"
1875,"Ride The Lightning",154,3,"Music"
1876,"For Whom The Bell Tolls",154,3,"Music"
1877,"Fade To Black",154,3,"Music"
1878,"Trapped Under Ice",154,3,"Music"
1879,"Escape",154,3,"Music"
1880,"Creeping Death",154,3,"Music"
1881,"The Call Of Ktulu",154,3,"Music"
1882,"Frantic",155,3,"Music"
1883,"St. Anger",155,3,"Music"
1884,"Some Kind Of Monster",155,3,"Music"
1885,"Dirty Window",155,3,"Music"
1886,"Invisible Kid",155,3,"Music"
1887,"My World",155,3,"Music"
1888,"Shoot Me Again",155,3,"Music"
1889,"Sweet Amber",155,3,"Music"
1890,"The Unnamed Feeling",155,3,"Music"
1891,"Purify",155,3,"Music"
1892,"All Within My Hands",155,3,"Music"
1969,"Bitter Pill",162,3,"Music"
1970,"Enslaved",162,3,"Music"
1971,"Girls, Girls, Girls",162,3,"Music"
1972,"Kickstart My Heart",162,3,"Music"
1973,"Wild Side",162,3,"Music"
1974,"Glitter",162,3,"Music"
1975,"Dr. Feelgood",162,3,"Music"
1976,"Same Ol' Situation",162,3,"Music"
1977,"Home Sweet Home",162,3,"Music"
1978,"Afraid",162,3,"Music"
1979,"Don't Go Away Mad (Just Go Away)",162,3,"Music"
1980,"Without You",162,3,"Music"
1981,"Smokin' in The Boys Room",162,3,"Music"
1982,"Primal Scream",162,3,"Music"
1983,"Too Fast For Love",162,3,"Music"
1984,"Looks That Kill",162,3,"Music"
1985,"Shout At The Devil",162,3,"Music"
1942,"Ace Of Spades",160,3,"Music"
1943,"Love Me Like A Reptile",160,3,"Music"
1944,"Shoot You In The Back",160,3,"Music"
1945,"Live To Win",160,3,"Music"
1946,"Fast And Loose",160,3,"Music"
1947,"(We Are) The Road Crew",160,3,"Music"
1948,"Fire Fire",160,3,"Music"
1949,"Jailbait",160,3,"Music"
1950,"Dance",160,3,"Music"
1951,"Bite The Bullet",160,3,"Music"
1952,"The Chase Is Better Than The Catch",160,3,"Music"
1953,"The Hammer",160,3,"Music"
1954,"Dirty Love",160,3,"Music"
1955,"Please Don't Touch",160,3,"Music"
1956,"Emergency",160,3,"Music"
2099,"I Don't Know",174,3,"Music"
2100,"Crazy Train",174,3,"Music"
2101,"Believer",174,3,"Music"
2102,"Mr. Crowley",174,3,"Music"
2103,"Flying High Again",174,3,"Music"
2104,"Relvelation (Mother Earth)",174,3,"Music"
2105,"Steal Away (The Night)",174,3,"Music"
2106,"Suicide Solution (With Guitar Solo)",174,3,"Music"
2107,"Iron Man",174,3,"Music"
2108,"Children Of The Grave",174,3,"Music"
2109,"Paranoid",174,3,"Music"
2110,"Goodbye To Romance",174,3,"Music"
2111,"No Bone Movies",174,3,"Music"
2112,"Dee",174,3,"Music"
2554,"Soldier Side - Intro",207,3,"Music"
2555,"B.Y.O.B.",207,3,"Music"
2556,"Revenga",207,3,"Music"
2557,"Cigaro",207,3,"Music"
2558,"Radio/Video",207,3,"Music"
2559,"This Cocaine Makes Me Feel Like I'm On This Song",207,3,"Music"
2560,"Violent Pornography",207,3,"Music"
2561,"Question!",207,3,"Music"
2562,"Sad Statue",207,3,"Music"
2563,"Old School Hollywood",207,3,"Music"
2564,"Lost in Hollywood",207,3,"Music"
3132,"Still Of The Night",141,3,"Music"
3133,"Here I Go Again",141,3,"Music"
3134,"Is This Love",141,3,"Music"
3135,"Love Ain't No Stranger",141,3,"Music"
3136,"Looking For Love",141,3,"Music"
3137,"Now You're Gone",141,3,"Music"
3138,"Slide It In",141,3,"Music"
3139,"Slow An' Easy",141,3,"Music"
3140,"Judgement Day",141,3,"Music"
3141,"You're Gonna Break My Hart Again",141,3,"Music"
3142,"The Deeper The Love",141,3,"Music"
3143,"Crying In The Rain",141,3,"Music"
3144,"Fool For Your Loving",141,3,"Music"
3145,"Sweet Lady Luck",141,3,"Music"
3451,"Die Zauberfl�te, K.620: ""Der H�lle Rache Kocht in Meinem Herze""",317,25,"Music"
3256,"Give Peace a Chance",255,9,"Music"
3467,"Intro / Stronger Than Me",322,9,"Music"
3468,"You Sent Me Flying / Cherry",322,9,"Music"
3469,"F**k Me Pumps",322,9,"Music"
3470,"I Heard Love Is Blind",322,9,"Music"
3471,"(There Is) No Greater Love (Teo Licks)",322,9,"Music"
3472,"In My Bed",322,9,"Music"
3473,"Take the Box",322,9,"Music"
3474,"October Song",322,9,"Music"
3475,"What Is It About Men",322,9,"Music"
3476,"Help Yourself",322,9,"Music"
3477,"Amy Amy Amy (Outro)",322,9,"Music"
3262,"Imagine",255,9,"Music"
3268,"Beautiful Boy",255,9,"Music"
3263,"Nobody Told Me",255,9,"Music"
3266,"Power to the People",255,9,"Music"
3255,"Mother",255,9,"Music"
3259,"I'm Losing You",255,9,"Music"
3260,"Gimme Some Truth",255,9,"Music"
3273,"[Just Like] Starting Over",255,9,"Music"
3265,"Working Class Hero",255,9,"Music"
3274,"God",255,9,"Music"
3267,"Imagine",255,9,"Music"
3261,"Oh, My Love",255,9,"Music"
3272,"Gimme Some Truth",255,9,"Music"
3257,"Cold Turkey",255,9,"Music"
3258,"Whatever Gets You Thru the Night",255,9,"Music"
3270,"Watching the Wheels",255,9,"Music"
3271,"Grow Old With Me",255,9,"Music"
3254,"#9 Dream",255,9,"Music"
3275,"Real Love",255,9,"Music"
3269,"Isolation",255,9,"Music"
3253,"Instant Karma",255,9,"Music"
323,"Dig-Dig, Lambe-Lambe (Ao Vivo)",29,9,"Music"
324,"Perer�",29,9,"Music"
325,"TriboTchan",29,9,"Music"
326,"Tapa Aqui, Descobre Ali",29,9,"Music"
327,"Daniela",29,9,"Music"
328,"Bate Lata",29,9,"Music"
329,"Garotas do Brasil",29,9,"Music"
330,"Levada do Amor (Ailoviu)",29,9,"Music"
331,"Lavadeira",29,9,"Music"
332,"Reboladeira",29,9,"Music"
333,"� que Nessa Encarna��o Eu Nasci Manga",29,9,"Music"
334,"Reggae Tchan",29,9,"Music"
335,"My Love",29,9,"Music"
336,"Latinha de Cerveja",29,9,"Music"
3264,"Jealous Guy",255,9,"Music"
3455,"Rehab",321,14,"Music"
3456,"You Know I'm No Good",321,14,"Music"
3457,"Me & Mr. Jones",321,14,"Music"
3458,"Just Friends",321,14,"Music"
3459,"Back to Black",321,14,"Music"
3460,"Love Is a Losing Game",321,14,"Music"
3461,"Tears Dry On Their Own",321,14,"Music"
3462,"Wake Up Alone",321,14,"Music"
3463,"Some Unholy War",321,14,"Music"
3464,"He Can Only Hold Her",321,14,"Music"
3465,"You Know I'm No Good (feat. Ghostface Killah)",321,14,"Music"
3466,"Rehab (Hot Chip Remix)",321,14,"Music"
1414,"Please Please Please",115,14,"Music"
1415,"Think",115,14,"Music"
1416,"Night Train",115,14,"Music"
1417,"Out Of Sight",115,14,"Music"
1418,"Papa's Got A Brand New Bag Pt.1",115,14,"Music"
1419,"I Got You (I Feel Good)",115,14,"Music"
1420,"It's A Man's Man's Man's World",115,14,"Music"
1421,"Cold Sweat",115,14,"Music"
1422,"Say It Loud, I'm Black And I'm Proud Pt.1",115,14,"Music"
1423,"Get Up (I Feel Like Being A) Sex Machine",115,14,"Music"
1424,"Hey America",115,14,"Music"
1425,"Make It Funky Pt.1",115,14,"Music"
1426,"I'm A Greedy Man Pt.1",115,14,"Music"
1427,"Get On The Good Foot",115,14,"Music"
1428,"Get Up Offa That Thing",115,14,"Music"
1429,"It's Too Funky In Here",115,14,"Music"
1430,"Living In America",115,14,"Music"
1431,"I'm Real",115,14,"Music"
1432,"Hot Pants Pt.1",115,14,"Music"
1433,"Soul Power (Live)",115,14,"Music"
1444,"Canned Heat",117,14,"Music"
1445,"Planet Home",117,14,"Music"
1446,"Black Capricorn Day",117,14,"Music"
1447,"Soul Education",117,14,"Music"
1448,"Failling",117,14,"Music"
1449,"Destitute Illusions",117,14,"Music"
1450,"Supersonic",117,14,"Music"
1451,"Butterfly",117,14,"Music"
1452,"Were Do We Go From Here",117,14,"Music"
1453,"King For A Day",117,14,"Music"
1454,"Deeper Underground",117,14,"Music"
1773,"Wherever I Lay My Hat",146,14,"Music"
1774,"Get My Hands On Some Lovin'",146,14,"Music"
1775,"No Good Without You",146,14,"Music"
1776,"You've Been A Long Time Coming",146,14,"Music"
1777,"When I Had Your Love",146,14,"Music"
1778,"You're What's Happening (In The World Today)",146,14,"Music"
1779,"Loving You Is Sweeter Than Ever",146,14,"Music"
1780,"It's A Bitter Pill To Swallow",146,14,"Music"
1781,"Seek And You Shall Find",146,14,"Music"
1782,"Gonna Keep On Tryin' Till I Win Your Love",146,14,"Music"
1783,"Gonna Give Her All The Love I've Got",146,14,"Music"
1784,"I Wish It Would Rain",146,14,"Music"
1785,"Abraham, Martin And John",146,14,"Music"
1786,"Save The Children",146,14,"Music"
1787,"You Sure Love To Ball",146,14,"Music"
1788,"Ego Tripping Out",146,14,"Music"
1789,"Praise",146,14,"Music"
1790,"Heavy Love Affair",146,14,"Music"
282,"Girassol",26,8,"Music"
283,"A Sombra Da Maldade",26,8,"Music"
284,"Johnny B. Goode",26,8,"Music"
285,"Soldado Da Paz",26,8,"Music"
286,"Firmamento",26,8,"Music"
287,"Extra",26,8,"Music"
288,"O Er�",26,8,"Music"
289,"Podes Crer",26,8,"Music"
290,"A Estrada",26,8,"Music"
291,"Berlim",26,8,"Music"
292,"J� Foi",26,8,"Music"
293,"Onde Voc� Mora?",26,8,"Music"
294,"Pensamento",26,8,"Music"
295,"Concilia��o",26,8,"Music"
296,"Realidade Virtual",26,8,"Music"
297,"Mensagem",26,8,"Music"
298,"A Cor Do Sol",26,8,"Music"
299,"Onde Voc� Mora?",27,8,"Music"
300,"O Er�",27,8,"Music"
301,"A Sombra Da Maldade",27,8,"Music"
302,"A Estrada",27,8,"Music"
303,"Falar A Verdade",27,8,"Music"
304,"Firmamento",27,8,"Music"
305,"Pensamento",27,8,"Music"
306,"Realidade Virtual",27,8,"Music"
307,"Doutor",27,8,"Music"
308,"Na Frente Da TV",27,8,"Music"
309,"Downtown",27,8,"Music"
310,"S�bado A Noite",27,8,"Music"
311,"A Cor Do Sol",27,8,"Music"
312,"Eu Tamb�m Quero Beijar",27,8,"Music"
2216,"Johnny B. Goode",141,8,"Music"
2217,"Don't Look Back",141,8,"Music"
2218,"Jah Seh No",141,8,"Music"
2219,"I'm The Toughest",141,8,"Music"
2220,"Nothing But Love",141,8,"Music"
2221,"Buk-In-Hamm Palace",141,8,"Music"
2222,"Bush Doctor",141,8,"Music"
2223,"Wanted Dread And Alive",141,8,"Music"
2224,"Mystic Man",141,8,"Music"
2225,"Coming In Hot",141,8,"Music"
2226,"Pick Myself Up",141,8,"Music"
2227,"Crystal Ball",141,8,"Music"
2228,"Equal Rights Downpresser Man",141,8,"Music"
3038,"Breakfast In Bed",241,8,"Music"
3039,"Where Did I Go Wrong",241,8,"Music"
3040,"I Would Do For You",241,8,"Music"
3041,"Homely Girl",241,8,"Music"
3042,"Here I Am (Come And Take Me)",241,8,"Music"
3043,"Kingston Town",241,8,"Music"
3044,"Wear You To The Ball",241,8,"Music"
3045,"(I Can't Help) Falling In Love With You",241,8,"Music"
3046,"Higher Ground",241,8,"Music"
3047,"Bring Me Your Cup",241,8,"Music"
3048,"C'est La Vie",241,8,"Music"
3049,"Reggae Music",241,8,"Music"
3050,"Superstition",241,8,"Music"
3051,"Until My Dying Day",241,8,"Music"
1,"For Those About To Rock (We Salute You)",1,1,"Music"
6,"Put The Finger On You",1,1,"Music"
7,"Let's Get It Up",1,1,"Music"
8,"Inject The Venom",1,1,"Music"
9,"Snowballed",1,1,"Music"
10,"Evil Walks",1,1,"Music"
11,"C.O.D.",1,1,"Music"
12,"Breaking The Rules",1,1,"Music"
13,"Night Of The Long Knives",1,1,"Music"
14,"Spellbound",1,1,"Music"
15,"Go Down",4,1,"Music"
16,"Dog Eat Dog",4,1,"Music"
17,"Let There Be Rock",4,1,"Music"
18,"Bad Boy Boogie",4,1,"Music"
19,"Problem Child",4,1,"Music"
20,"Overdose",4,1,"Music"
21,"Hell Ain't A Bad Place To Be",4,1,"Music"
22,"Whole Lotta Rosie",4,1,"Music"
2,"Balls to the Wall",2,1,"Music"
3,"Fast As a Shark",3,1,"Music"
4,"Restless and Wild",3,1,"Music"
5,"Princess of the Dawn",3,1,"Music"
23,"Walk On Water",5,1,"Music"
24,"Love In An Elevator",5,1,"Music"
25,"Rag Doll",5,1,"Music"
26,"What It Takes",5,1,"Music"
